Handle,LevDistance,IntersectionalityScore,DDNADistance,APUScore,SADScore,GrantOwner,IPsShared
jessmartin,2,2,0,0.28,0,0,0
lukasla6,2,1,0,0.1,1,0,NA
michael73141062,4,1,0.04,0.11,0.04,0,0.69
phiaxee,1,2,0.46,0.08,0,0,0.23
seektruth-cs,5,1,0.33,0,0,0,0
mert020,2,4,0,0.13,1,0,1
jesseadams,3,2,0,0,0,0,0
geymen,2,4,0.14,0.15,0,0,0
vooshventures,3,1,0,0,1,0,NA
sma33828,3,0,0,0,1,0,NA
jon-sst,2,2,0,0,1,0,0
pranshurastogi,6,3,0.14,0.11,0,0,0
miramax89,3,1,0.09,0,1,0,0
yfdecentralized,3,4,0,0,0,0,0
mariusz0169,3,2,0,0,1,0,0
suryasnewaim,4,0,0.06,0.11,1,0,0
jesuis008,1,4,0,0.18,1,0,NA
saeedirad,3,4,0.16,0.11,1,0,0.29
stewstew117,5,0,0.33,0,1,0,NA
eliburnes,3,2,0,0.05,0,0,0
wrappedalex,4,4,0,0.15,1,0,NA
srk0667,2,0,0,0.07,1,0,NA
chagasalo,3,1,0,0,1,0,0
rasbergerse,4,2,0.19,0,1,0,NA
earningsector,4,1,0,0.23,1,0,0
jeremyynft,3,0,0,0,1,0,0
colecrowder,3,2,0.33,0,0,0,0
ferranrego,3,4,0.54,0.07,0,1,0.18
adamspitz,2,0,0.4,0,0,0,0
n1024829,3,4,0.39,0.08,0,0,0
domko123,3,1,0,0.08,1,0,0.67
coinmandeer,2,4,0.02,0.43,0,0,0.21
eompty,1,4,0.1,0.2,1,0,0
osqbany,3,0,0,0,1,0,0
cb9itou,2,3,0,0,1,0,NA
nazeeh21,3,4,0,0.07,0,0,0
kkx,1,0,0,0,0,0,0
deniskoposov,3,0,0,0.1,0,0,NA
hanerkoca,3,2,0,0.08,0,0,0
pioneerak,2,NA,0.15,0.25,0,0,0
jbgg23,2,0,0,0.15,0,0,0.58
panchopipe,3,3,0,0,0,0,0.33
alwaysbegame,5,0,0.07,0,0,0,NA
fouzizafi,4,2,0,0.11,1,0,0
duyle95,3,4,0.33,0.31,0,0,0
norbixu,3,0,0,0,1,0,NA
lablinens,3,4,0,0.11,1,0,0
omercanyenigun,6,4,0,0.08,0,0,0
turbomarcin,3,1,0,0,1,0,0.38
pohpascalp,4,2,0,0,0,0,1
nisaetca,3,1,0.12,0,1,0,0
gerardgonzalez,4,2,0,0,0,0,NA
mrfungii,3,0,0,0,1,0,NA
pohpa,1,2,0,0,0,0,1
willzekuri,3,0,0,0,1,0,NA
zyxzb,2,0,0,0.03,0,0,0
tattizzz,3,4,0.04,0,1,0,0
jodicee4pg,4,3,0.25,0.1,1,0,0
maxcoins-gitcoin,4,3,0,0,1,0,NA
mordisquitoszeus,7,0,0,0,1,0,NA
pohmu,2,2,0,0,0,0,0.83
sayed341,2,0,0,0,1,0,NA
burak1810,3,0,0.2,0,0,1,0.12
cryptomaxfe,2,2,0,0.13,1,0,0
ugurartuk,3,0,0,0,0,0,0
korkuthan1071,4,3,0,0,1,0,0
lucasc-code,3,1,0,0,1,0,0
saeghrh67,4,0,0.14,0,0,0,0.92
gabyrojas,3,0,0.6,0,0,0,0
tudo1,1,0,0,0,0,0,0.11
morteza70shs,4,3,0,0,0,0,0
archerrock,3,1,0,0,0,0,0
bontus11,3,1,0,0,1,0,NA
pohadr,2,4,0,0,0,0,1
juanpablovv,4,1,0,0,0,0,NA
kristsokoli,4,2,0.63,0.16,0,0,0
cemalylmzr,4,NA,0,0,0.04,0,0
0xthore,2,0,0.37,0.07,1,0,0
yangran,2,1,0,0,0,1,0
jakublack,3,2,0.09,0.13,0,0,0
gbergphoto,4,2,0,0,1,0,NA
herrenvolkac,5,0,0.3,0.1,1,0,0
beverly44250,4,4,0,0,0,0,0.62
krhpk,2,3,0.07,0.16,1,0,0
lemlelainie1995,6,0,0,0,1,0,NA
masoudmoj67,4,3,0.24,0.08,1,0,0.64
latifjani,3,3,0,0.25,1,0,0.17
michaelwitmann,4,0,0.1,0,1,0,0
andruxaz,1,4,0,0.08,1,0,0
merve64,2,0,0.36,0.1,1,0,0
farzad7797,2,2,0,0,1,0,0.5
divide-by-0,5,1,0.46,0.08,0,1,0.09
qsedt61,3,3,0.25,0.1,1,0,NA
fpoyrazc,3,1,0,0.11,1,0,0
aldrinalex,3,0,0,0.1,1,0,0
immo91,2,2,0.33,0,1,0,0
kay-is,1,4,0.14,0.16,0,1,0
brlck974,3,4,0,0,0,0,0.31
figueiteam,3,2,0,0,1,0,0
0xc25fee20,5,1,0,0.18,0,0,0
sirrhoneyy,1,2,0.04,0.2,1,0,NA
ozg1996,2,0,0.21,0,1,0,0
andrzejfidoskarol-1,10,0,0,0,0,0,1
vish22i,2,4,0.38,0.33,0,0,0
fractalvisionz,4,3,0.53,0.2,0,1,0
wenkaic,2,1,0,0,1,0,0
suifengxinghai,5,4,0.25,0.15,0,0,0.1
oxhimanshu,3,2,0.31,0.2,0,0,0
jtlissphoto,5,2,0,0.2,0,0,NA
mehrshad4everrr,6,4,0,0.18,1,0,0.44
metadana,1,1,0,0,1,0,0
dustinmar,2,4,0.1,0.18,0,0,0
rukiis,1,1,0,0,1,0,0
k41r0n,2,4,0.25,0.15,0,1,0
rashaqama,3,4,0.12,0.1,1,0,0.88
lacroix08,3,3,0,0,0,0,NA
karababaa,2,0,0.29,0.05,1,0,0
leonvking0,3,4,0,0.08,0,0,0
mstfktl,2,3,0.11,0,0,0,0.14
parlady,1,4,0,0,1,0,0.5
gundogany29,5,3,0.11,0.15,1,0,NA
matrixmatrrrix,5,0,0.12,0,1,0,0
mmkalender,3,2,0,0,1,0,0
gideonro,2,3,0.25,0,0,0,0
hwonderoftheworld,8,2,0.14,0.26,0,0,0
ziosta,2,3,0.25,0.11,0,0,0
ecoxvague,3,3,0.17,0.18,1,0,0
barceloniusz,4,1,0.04,0.03,1,0,0
makergit22,3,0,0.22,0.06,0,0,0
kevin-seyedan,5,0,0,0.1,0,0,NA
ogegres,2,1,0.29,0,0,0,0
atsxx,2,1,0.24,0.1,1,0,NA
0xponzi9,2,3,0,0,1,0,0
najoooli,3,4,0,0.06,1,0,0
cryptobastian,3,2,0.2,0.03,0,0,0
theoffer-off,5,4,0,0,0,0,0
alexperezeth,4,5,0.13,0.18,1,0,0
btc-icosahedron,7,2,0.29,0.06,0,0,0
quantumvariant,4,3,0.2,0,1,0,NA
lalotrage,3,3,0,0.23,1,0,0
prateekbora,3,1,0,0,0,0,0
philogy,2,3,0.18,0.11,0,0,0
pacobits,2,3,0.29,0,0,0,0
51aird,1,3,0.2,0,1,0,1
johnnytominaga,5,0,0.5,0,0,0,0
sepidehata,4,4,0,0,1,0,0.5
nazaninghnik,4,4,0,0,1,0,1
schwann29,3,2,0,0,1,0,0
daigue,2,0,0,0,1,0,1
pratchaya2,4,2,0,0.11,1,0,NA
rahim1401,3,1,0,0,1,0,NA
olegudel,2,1,0,0.1,1,0,NA
parusafindir,5,1,0,0.1,1,0,NA
rahat-ch,3,4,0,0,0,0,0
bugti786,3,3,0,0.1,1,0,0
megafonbezlimit712,9,1,0,0.11,1,0,NA
paulmanson850,5,1,0,0.1,1,0,NA
alhambra1984,5,4,0.22,0.16,0.28,0,0.71
anandimangal,4,0,0.11,0.06,1,0,0
peppe1337,3,1,0,0,0,0,NA
kavehhb,2,3,0.18,0.06,1,0,0
dazdarren,3,3,0,0,1,0,0
descipunks,4,0,0.2,0.03,1,0,0
dehset61,3,0,0,0,1,0,0
rahim970,2,3,0,0,1,0,1
udturkoglu,2,2,0.15,0.03,1,0,0
bassus,1,4,0,0,0,0,1
gerouz,2,NA,0.05,0,1,0,NA
bambrezz,2,4,0,0,1,0,0.75
volkoffb,1,1,0,0,1,0,0
2000090144,5,1,0,0.18,1,0,0
gaohongxiang,4,3,0,0,0,0,0.47
nileshg15,3,2,0,0.13,1,0,NA
52aird,1,4,0,0,1,0,NA
liongills,3,0,0,0,1,0,0.5
cyb200,1,4,0.5,0.15,1,0,0
drvir,2,3,0.21,0.11,0,0,0
kchelli,2,4,0.12,0.1,1,0,0
alaskamonee,4,0,0.41,0.21,0,0,0.8
siavash3339,4,4,0.5,0.1,0,0,0.06
cargos775,3,0,0,0,1,0,NA
odez00,2,2,0.2,0.23,1,0,0
kveekx1,3,4,0,0,0,0,0
53aird,1,3,0.17,0,1,0,NA
narasimman87,5,2,0.07,0.03,0,0,0
vinayky883,3,2,0,0.11,1,0,NA
scampvr,2,4,0.5,0.11,0,0,0
tanyongshun,4,4,0,0.11,0,0,0.92
futurelilith,4,2,0,0,1,0,NA
zawiszaczarny83,8,2,0,0,1,0,0
stakecrypto,2,3,0,0.18,1,0,0.5
mehmet4349,2,2,0,0,0,0,0
a0920b7130,4,4,0.17,0.23,1,0,0.75
najdii,2,2,0,0.1,1,0,0
shahovka,2,2,0,0.15,1,0,0
yyw528,2,2,0.15,0.07,1,0,0
oxdrebth,3,2,0.18,0,1,0,0
feedow,1,3,0,0.08,0,0,0
elpresidenteg23,5,3,0.11,0.2,0,0,0
turja-c,2,3,0,0.13,0,0,0
growbitcoin,3,3,0,0.05,0,0,0
leanjuice8947,6,1,0,0.03,1,0,NA
entititty,3,2,0.5,0,0,0,0
snevii,2,3,0,0,0,0,0
heyhawx,2,3,0,0,1,0,0
ertgul,2,3,0.36,0.15,0,0,0
zestampede,4,0,0,0,1,0,NA
darthice,2,4,0.1,0.1,0,0,0
locvalucha,3,2,0,0.16,0,0,0.33
uniyj,2,4,0.4,0.34,0,0,0.25
s8ojak,2,4,0.17,0.08,1,0,0
civoremo,3,1,0,0.07,0,0,0
devinnu,2,2,0,0.1,1,0,NA
farwtsam03,4,4,0.15,0,1,0,0.5
cryptoniubi,2,4,0,0,1,0,0.39
denfuture,2,1,0.15,0.08,1,0,NA
dexngocha,4,1,0,0.03,1,0,1
jadedarmawangsa,6,2,0.29,0.07,1,0,0
darinmandarin,4,0,0.46,0.06,0,1,0.22
sgmkjsekar,3,3,0.18,0.18,1,0,0
bynigo,2,3,0.08,0,0,0,0
zncrawford,2,1,0.13,0.1,1,0,0
amirghmohseni,4,4,0.12,0.13,1,0,0.73
dddgbr,2,2,0.08,0.11,1,0,0
zeue356,3,2,0,0,1,0,NA
daedarus6,2,4,0.33,0.13,1,0,0
danilommelo,3,0,0,0,1,0,0
python13245,4,1,0,0,1,0,0
rbn888,2,0,0,0,1,0,NA
alifazlali,2,3,0,0.11,1,0,0
paulrexxo,3,2,0,0.16,0,0,0
xiaojinzai,2,1,0.1,0,0,0,NA
tmikulin,2,0,0,0,0,0,0
shourov641,3,3,0.24,0.11,0,0,0
pedram051,3,3,0.11,0,0,0,0.4
justbassey,4,3,0.14,0.08,1,0,0
derekbrown,3,4,0,0,0,0,0
rywenn,1,0,0,0,1,0,NA
somanypp18,4,0,0,0,1,0,NA
awarebear,3,1,0.2,0,0,0,0.17
aarif2177,3,2,0,0.1,1,0,NA
praguebrewer,4,4,0.29,0.11,0,0,0.29
modewei,2,4,0.63,0.28,0,0,0.38
nhungle94,3,4,0.09,0.1,0,0,0
joeyhuang86,3,4,0.06,0.47,0,0,0.65
cryptoceuze,2,2,0.35,0.08,1,0,0
imran201111,4,0,0.15,0,0,0,0
jd1455,2,0,0,0,1,0,NA
minimo0520,4,0,0,0.1,1,0,NA
miladeos,2,3,0,0.06,1,0,0.36
carpenterd1,3,3,0,0,1,0,0
72836241,4,2,0.48,0.18,1,0,0.15
yiyangqianxi888,5,3,0.17,0.15,1,0,0
mucahitbarto,5,4,0.1,0.25,0,0,0.05
newtoune,2,4,0.55,0.07,0,0,0
asifhasan-cs,5,0,0,0.1,0,0,NA
imanistewart,2,3,0.14,0,0,0,NA
billimancrypto,3,4,0.14,0.08,1,0,0.33
nicopollux,4,3,0.22,0,0,0,0
0ximconfused,5,1,0,0,1,0,0
umranbasha,3,3,0.21,0.18,1,0,0
dokimuko,3,4,0.2,0.13,1,0,0
chacegriffith69,6,1,0.2,0,0,0,0.75
tatidarosa,2,0,0,0,1,0,0
lucian998,1,2,0.14,0,0,0,0.08
dothithutrang,5,2,0.12,0,0,0,NA
euroclydon25,5,1,0.18,0.11,1,0,0
greenspark7788,5,1,0,0.11,1,0,0
jmllinas,2,0,0,0,0,0,NA
mhluongo,3,4,0.43,0.23,0,0,0.09
fedorkatushkin,6,1,0,0.11,1,0,NA
kseniakoval789,6,0,0,0.11,1,0,NA
zackxs,2,1,0,0,0,0,0.33
zdelemos,2,3,0.44,0,0,0,0
mrmutantmatt,6,3,0.25,0.25,1,0,0
hangkhanh267,4,0,0.42,0,1,0,0
hodlerka,2,2,0,0.11,1,0,0
ebastias,2,1,0,0,1,0,NA
sangngo66,3,3,0,0,1,0,NA
andywmo,2,3,0.54,0.07,0,0,0
dhunterao,3,0,0.11,0,0,0,0.56
zeliney,2,1,0.17,0,1,0,NA
ocryptus,2,1,0.47,0.1,1,0,0.25
haoyizhidaxiongmao,7,4,0.14,0.1,1,0,1
re6us,2,2,0.31,0,0,0,0
abhimanyu912,2,0,0,0.16,0,0,0
shubham6311,2,3,0.2,0.1,0,0,0
cryptoenthusiast10,2,3,0.23,0.03,1,0,0
drholwat,3,3,0.42,0,1,0,NA
diegocazap,3,4,0,0.15,0,0,0
samagraphico,5,4,0,0.11,1,0,0.33
hckyu13,3,3,0,0,0,0,0.44
beneisnr,3,2,0,0,0,0,0
jsrwt,2,1,0.21,0,1,0,0
hzh3786,3,NA,0,0,1,0,0
berni0726,4,2,0.2,0.03,1,0,0
badbakery,1,0,0.11,0.03,1,0,NA
raulhulkteam,5,0,0,0,1,0,NA
cokke,2,4,0.21,0,0,0,0
psa-psa,2,1,0.17,0,1,0,0
maerg-eth,2,3,0.58,0.15,0,0,0.16
moneymouse,2,0,0,0,0,0,0.5
ehsantabli,4,4,0.18,0.08,0,0,0.45
klgd,2,4,0.33,0.2,0,0,0.46
shenyuer,3,3,0,0,1,0,NA
kneidingerm,3,NA,0.11,0,0,0,0
xaefw,2,2,0.12,0.08,1,0,0
vulcano3230,4,4,0.04,0.1,1,0,0.39
rfcd17,2,3,0.18,0,0,0,0
lekhovitsky,4,4,0.33,0.36,0,0,0
knowbuddycrypto,5,3,0,0,1,0,0
zhangguorong1995,3,1,0,0,0,0,0.17
reddevildoc,3,2,0.09,0.03,1,0,0
jesssloss,3,4,0.1,0,0,1,0
kempsterrrr,4,3,0.1,0.21,0,1,0
damariis13,4,2,0,0,0,0,0
kamiz2,2,3,0,0.11,0,0,1
drysuit,3,NA,0.25,0,1,0,0.5
autotaixiuxyz,6,0,0.48,0.11,1,0,NA
mhrddmrd,3,4,0.07,0.1,1,0,0.89
mindfulsnow,3,2,0,0,1,0,NA
lala6969,3,0,0.2,0.08,1,0,1
ali454647,3,2,0,0,1,0,0.89
wd1188,2,1,0,0,1,0,0
viktorjager,3,1,0,0,0,0,0
tansidoesntdev,7,4,0.22,0,1,0,1
rafaelcripto,3,3,0,0,0,0,0
adminccar,2,1,0.55,0.1,0,0,1
0xtranqui,3,4,0,0,1,0,0.5
dessertheart,5,1,0,0,1,0,0
cryptripr,2,2,0,0,1,0,NA
hfk0561,3,0,0,0,1,0,0
xioxiaorr1,4,1,0,0,1,0,0.5
zby010203,3,2,0,0.16,1,0,0.5
amfmasha,3,1,0,0.1,1,0,NA
elenaanatole,5,1,0,0.1,1,0,NA
donategitcoin,4,4,0.14,0.13,1,0,0.17
ryrgw453453,6,0,0.27,0.03,1,0,1
chihlidofish,5,1,0,0.1,1,0,NA
ledum-os,3,0,0,0,0,0,0.86
player-86,3,0,0.12,0,1,0,0
crb5188,2,0,0,0,1,0,0
margorobi8,3,0,0,0,1,0,NA
polyackiy,3,3,0.11,0,0,0,0
witold666,3,3,0,0,0,0,0
atelier03,3,3,0.6,0,0,0,0
smil3y7,2,3,0.14,0,0,0,0
hash-k-k,3,1,0.47,0.1,1,0,0.15
fred781116,4,4,0.13,0.15,0,0,0
ramoslv,3,3,0,0,1,0,0
screwj,2,4,0.69,0.18,1,0,0
cryptic0x,2,3,0.22,0.18,1,0,0
juansamitier,4,5,0.33,0.07,0,0,0
vinaykraju,3,4,0.5,0.1,1,0,0
garysheng,2,4,0.67,0.23,1,0,0.19
luongs3,2,3,0.06,0.08,0,0,0
cowiii,2,2,0.13,0.16,0,0,0
lax360,2,4,0.45,0.11,0,0,0
wancong086,3,0,0,0,1,0,0
therealelon,2,2,0.12,0,1,0,0
qq335979110,2,0,0,0.07,1,0,1
az0s,2,3,0,0,0,1,0
yawsar,2,3,0,0.05,1,0,0
fengye1966,3,3,0,0,0,0,0.67
sseaky,2,2,0.33,0,0,0,0.5
motunotu3,4,0,0,0.1,1,0,0
quangpro1610,4,3,0,0,0,0,0
chincha1997,3,1,0,0,1,0,0.57
andrewextezy,4,3,0.05,0,0,0,0
erictaka84,4,1,0,0.05,1,0,NA
avantiscrypto,3,0,0,0.08,1,0,0
emapigio,3,4,0.14,0.23,0,0,0.1
julianmpd,2,4,0.22,0,1,0,0
daddakal,2,2,0,0.11,1,0,0
girisimcikertenkele,10,1,0.27,0,0,0,0
sonusinghoo7,4,3,0,0.1,0,0,0
tee200,2,1,0.07,0.18,1,0,1
alexanderatallah,4,4,0,0.25,0,0,0
kozarwwef,4,3,0.25,0,0,0,1
hiango5,2,3,0,0,1,0,NA
335979110,2,2,0,0.1,1,0,0.14
metamorfozzz,4,3,0,0,0,0,NA
alisamssk,3,1,0,0.1,1,0,NA
blackdots,3,3,0.14,0,0,0,0
887886,2,2,0.67,0,0,0,NA
eva0074,1,1,0,0,1,0,NA
0xparasitic,4,4,0.49,0.07,1,0,0.15
xiguan2013,3,3,0.32,0,1,0,0.75
yuqibb2013,4,3,0.17,0.2,0,0,1
hattimon,3,0,0.25,0.21,0,0,0
capocrypto,1,3,0,0,1,0,NA
bro-bro-bro,5,1,0.23,0.16,1,0,1
zhaojixu,1,4,0.2,0,1,0,1
siri226,2,1,0,0.1,1,0,0
fabz22,2,3,0.15,0.13,1,0,0
poorkhal,3,1,0,0,1,0,NA
lesenelir,3,1,0,0,0,0,NA
hua72988,3,3,0,0,1,0,NA
zkuponly,3,2,0.2,0,1,0,0.33
znbkhn,2,1,0,0,0,0,NA
lionmountain,3,0,0.15,0.08,1,0,0
mgyxj,2,1,0.07,0,1,0,0.67
masihataa,3,1,0,0,1,0,NA
protuberanec86,7,3,0,0.1,0,0,0
e-cat035,3,4,0,0,1,0,0
ngoclyle765,5,1,0,0,1,0,1
anilkadam075,4,3,0.1,0.03,1,0,0
den2872,3,2,0.1,0.11,0,0,0
kelekci,2,NA,0,0,1,0,1
hilde348,3,2,0.15,0.08,1,0,0
joey2436,3,1,0.08,0.08,1,0,0
ngocphanhau577,6,1,0,0,1,0,1
master1910x,2,2,0,0,1,0,0
zoubotu,2,NA,0,0.08,1,0,0.8
hx1313,2,3,0,0,1,0,NA
buitrucvan33,5,1,0,0,1,0,NA
lyh169,1,1,0,0.11,0,0,0.15
tutan59963,4,1,0.2,0,1,0,NA
adisney,2,3,0,0.11,0,0,0
jakeniu3,2,0,0,0.04,1,0,0
longvictory,2,2,0.06,0,0,0,1
edikgena,3,1,0,0.11,1,0,1
trucler,2,3,0,0,1,0,0
juliatitovva,5,2,0,0.11,1,0,NA
lilulublueblue,4,1,0,0,1,0,1
zhao-will,3,1,0.14,0.18,0.04,0,0.75
lvtuuu,2,4,0.11,0,0,0,0.6
obernardovieira,5,NA,1,0,0,0,0.02
findalas,2,3,0.11,0.03,0,0,0
kifusuruyo,5,0,0,0,1,0,0
juliettech13,3,5,0.47,0,0,0,0.07
web3loser,3,1,0,0,1,0,1
janbao,1,4,0.25,0,1,0,0
ivanruh,2,3,0,0,0,0,NA
semenka,1,3,0.48,0,0,0,0
akashchintakindi,7,3,0.11,0.08,0,0,0.09
roste91,2,2,0,0,1,0,0
arvias,2,2,0.5,0,1,0,0
jackmoper,2,1,0.28,0,0.28,0,0.67
renzmistal,3,3,0,0.13,0,0,0
atchoum6760,5,4,0.2,0.34,0,0,0
niftrr,2,2,0.12,0.03,0,1,0
vathgit,2,0,0.3,0,0,0,0
fsdfsd4734,3,1,0.22,0,1,0,0.5
hoondonglee,3,1,0.05,0.1,0,0,0
jqy2394,3,0,0,0,1,0,0
dao-art-eth,4,4,0.17,0.21,1,0,0
nbgoku,2,4,0,0.23,0,0,0
ultratel239,5,1,0,0.1,1,0,NA
bkumar22,3,3,0.36,0.13,0,0,0
yuyuyuchun,4,2,0.27,0.13,1,0,0
hackengine,2,3,0,0,0,0,0
fuli888,2,3,0,0,0,0,0.8
ozarw,2,3,0,0,0,0,0.5
sds5622,3,0,0,0,1,0,0
1gitcoin,1,4,0.25,0.1,1,0,1
ertan603,3,2,0.14,0.1,1,0,0
adamazad,2,4,0.22,0,0,0,0.05
xingqiyi,3,4,0,0,0,0,0.17
32333li,3,1,0,0,1,0,NA
elhmflh,3,3,0,0,1,0,1
dmitriievseev,4,3,0.12,0.16,0,0,0
adityapk00,2,1,0.43,0.07,0,1,0
jiangxiyan2013,4,0,0,0.1,1,0,NA
tjj229,2,0,0,0,1,0,0
bas1022,2,4,0.24,0.03,0,0,0
trungphann,2,0,0,0,1,0,0
anoopsingh7,4,3,0.33,0.08,0,0,0
tanyagorislav1,6,0,0,0.11,1,0,0
mingming18992169159,8,4,0,0,1,0,0.24
fidantr16,4,4,0.14,0.23,0,0,0
saffcc,2,2,0,0,1,0,NA
asrobek,3,2,0.17,0.11,1,0,0
hoanghoatvbhp,5,3,0.25,0.08,0,0,0
rusmak,2,3,0.12,0.08,0,0,NA
luukdao,2,3,0.15,0.03,0,1,0.19
yjz822,2,0,0,0,1,0,0
kenio,1,4,0.5,0.06,0,0,0
hcz74,2,0,0,0,1,0,0
ivandubr,3,2,0,0,0,0,0.24
minituk,2,3,0,0,1,0,0
cerski85,3,3,0,0.21,1,0,0
dqwe1,2,2,0,0,1,0,NA
ropats16,3,4,0.11,0,0,0,0
mujajpr,3,0,0.17,0.11,0,0,0
shiz00,1,0,0,0,1,0,0
kado72,2,0,0.45,0,0,0,0
sylvinfo,2,4,0,0,0,0,0
puuuuur,2,3,0.17,0,0,0,0
hexianyun123,4,2,0,0,0,0,0.57
lxhash,1,0,0,0,1,0,NA
txwtxw520,3,3,0.14,0.25,0,0,0.71
zarazir,2,3,0,0,0,0,0
phanthanhgian,3,0,0.25,0.06,1,0,0
lavarunner,3,1,0.05,0,0,0,0
amogtr,2,3,0,0,1,0,0
playforfun111,2,0,0.09,0,1,0,NA
sergsvitko,4,1,0,0.11,1,0,NA
noviethplasma,6,4,0,0.23,1,0,0.5
1209224911,4,0,0,0,1,0,1
zhangyatian,2,2,0,0.11,1,0,1
sadasdc,2,2,0,0,1,0,NA
kaven398lu,5,0,0,0.05,1,0,NA
sbuljac,2,4,0.21,0.21,0,0,0
mysticryuujin,4,2,0.39,0.36,0,0,0
yuancj123,2,4,0.35,0.11,0,0,0.78
extraordinaryman581,10,0,0,0.21,1,0,0.67
buratysur,3,0,0,0,1,0,NA
cryptojuean,2,3,0.22,0.18,1,0,0.67
ayrtonbayer25,6,3,0.2,0,0,0,0.03
sgar1231,3,2,0,0,1,0,NA
metaverse11,1,3,0,0,1,0,0
xodt89,2,3,0,0,1,0,0
magicianfrank,5,4,0,0.31,0,0,1
godrich2k,3,3,0.2,0.13,1,0,NA
jyjy90,2,0,0,0,1,0,0
camapsandem,4,0,0.12,0.13,0,0,0
a2b-git,2,2,0.12,0.08,1,0,0
foxofchan,3,4,0.36,0.2,1,0,0.92
sga8219,3,2,0,0,1,0,NA
nitro663,2,0,0.3,0.07,1,0,1
michaelamo,2,4,0.2,0.28,1,0,0.7
phone007,2,0,0,0.05,1,0,NA
cavenjobs,4,1,0.4,0.1,1,0,NA
ntyniu,2,0,0,0,1,0,0
ly94-c,3,3,0.18,0.13,0,0,0.19
hif7940a652,6,0,0,0,1,0,0
kaikai920613,3,2,0,0,1,0,1
kijhh,2,2,0,0,1,0,NA
yygdrasil22,3,3,0.3,0.16,1,0,0
yuyanmeng,2,2,0.43,0.33,1,0,0.5
a3roger,2,3,0.2,0.21,0,0,0.62
ig3n,1,2,0,0.07,1,0,0.5
volkyeth,3,4,0.22,0.21,0,0,0
richgirls,3,1,0.31,0.05,1,0,1
nguyenvanmymmo75,6,2,0.12,0.05,0,0,0
donpipocho,3,4,0.1,0.1,1,0,0
hypnogit,3,4,0.2,0,0,0,0
erbayim,2,1,0,0,1,0,0
soddol,1,3,0,0.06,0,0,1
vadfy,2,2,0.19,0.08,1,0,0
shuaiy920612,5,2,0.2,0,1,0,0
jaysonkni,2,4,0.22,0.16,1,0,0.85
korneol,2,2,0.25,0.08,1,0,0.09
ceceanas,3,3,0,0.16,0,0,1
dutturu,2,4,0.51,0.23,0,0,0
june911,1,1,0,0,0,0,NA
mrhidefromwearecrypto,9,2,0.19,0.05,1,0,0
joeljkrb,3,3,0.06,0.26,0,0,0.08
feersubcero,4,0,0,0,1,0,0
nhan200009,3,0,0,0.15,1,0,0
muhammad-waqas-qureshi,10,0,0.06,0.15,1,0,0
nirvanya,2,4,0,0,1,0,0
zacharyl365,3,4,0.4,0.18,1,0,0.86
l4mela,2,2,0,0.07,1,0,0.5
woshizuidiao,5,2,0,0.08,1,0,0.75
yanlanbtc,2,2,0.18,0.23,1,0,0.5
naige520,2,1,0,0,0,0,NA
rubinamurad1,4,2,0.16,0,0,0,0
lazylionguru,5,1,0.33,0.13,0,0,0
vincyrb,1,1,0,0,1,0,0
hahahalsq,2,4,0,0.26,0,0,0.5
m0byy,2,1,0.14,0,1,0,0
opi9820,3,0,0,0,1,0,0
fdiujj,3,0,0,0,1,0,0
lunas96,2,3,0.05,0.2,1,0,0.33
birkankucuk,4,4,0.18,0.03,0,0,0
lanyinghua19791979,4,2,0,0,1,0,0.5
chinalyf,2,1,0.1,0,1,0,0.5
vvlongwu,2,2,0,0.08,1,0,0.12
ivancollak,3,1,0,0,0,0,0
nsibacos,3,3,0.57,0.08,0,0,0.83
codesbyajulu,5,3,0.42,0.21,0,0,0.75
lowcrypto,1,1,0,0,1,0,0
alexberlin90,4,1,0.14,0.2,1,0,0
bobby4bluee,4,3,0,0.13,1,0,0
damek123,2,0,0,0,1,0,0
tajuddin18,4,4,0,0.06,1,0,NA
iyoine,2,4,0.23,0.11,1,0,0
shrsujt,3,0,0,0,1,0,0
alex6791,2,3,0,0.1,1,0,0
araojpneth,4,4,0,0.08,1,0,0.67
siyvashtola99,6,0,0,0,0,0,0
sergeiandrosenko,2,1,0,0.1,1,0,NA
scotingx,3,3,0.33,0,1,0,0.5
fscwxchen,3,4,0.36,0.29,1,0,0.81
tne2026a593,5,0,0,0,1,0,0
svetlanakulakova,6,1,0,0.11,1,0,NA
vignesh6767,2,0,0,0.1,1,0,NA
sergeyandrisenko,2,1,0,0.11,1,0,NA
kinshukk,1,4,0.53,0.25,0,0,0.09
hrdj81,3,0,0,0,1,0,0
dffw80,3,0,0,0,1,0,0
yutaka-japan,2,4,0.17,0,0,0,0.08
0xnirmal,3,1,0,0.1,0,0,NA
balouthebear,4,0,0.12,0,0,0,0
hyogwangism,5,1,0,0.15,1,0,NA
islampur742304,6,0,0,0.13,1,0,NA
hardvard24,3,4,0.5,0.26,0,0,0.71
gouptodream,4,2,0,0.03,0,0,0
f8221997,1,3,0.07,0.11,1,0,NA
fhtghh,2,0,0,0,1,0,0
izzykuhl,3,0,0,0,0,0,0
f91051209,4,4,0,0,1,0,0.29
c8221997,1,3,0.08,0.11,1,0,NA
katebhazare,4,3,0.42,0.03,0,0,0
enjoylv10,3,4,0.07,0.15,1,0,NA
siyosiyo,2,3,0.29,0,0,0,0
tuygithub,2,3,0.31,0,0,0,0
